,OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,ENSEMBL_A,ENSEMBL_B,PUBMED_ID,description_A,description_B
247505,P4HB,P4HB,ENSG00000185624,ENSG00000185624,24549644,PROLYL 4-HYDROXYLASE SUBUNIT BETA,PROLYL 4-HYDROXYLASE SUBUNIT BETA
247607,LGALS3,ITGB1,ENSG00000131981,ENSG00000150093,24755837,GALECTIN 3,INTEGRIN SUBUNIT BETA 1
247610,LGALS3,SLC3A2,ENSG00000131981,ENSG00000168003,24755837,GALECTIN 3,SOLUTE CARRIER FAMILY 3 MEMBER 2
247615,LGALS3,HSP90AB1,ENSG00000131981,ENSG00000096384,24755837,GALECTIN 3,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
247638,LGALS3,SLC1A3,ENSG00000131981,ENSG00000079215,24755837,GALECTIN 3,SOLUTE CARRIER FAMILY 1 MEMBER 3
247641,LGALS3,ECE1,ENSG00000131981,ENSG00000117298,24755837,GALECTIN 3,ENDOTHELIN CONVERTING ENZYME 1
247649,ITGB3,P4HB,ENSG00000259207,ENSG00000185624,21670307,INTEGRIN SUBUNIT BETA 3,PROLYL 4-HYDROXYLASE SUBUNIT BETA
247714,ADCYAP1R1,CLU,ENSG00000078549,ENSG00000120885,25451228,ADCYAP RECEPTOR TYPE I,CLUSTERIN
247715,CLU,ADCYAP1R1,ENSG00000120885,ENSG00000078549,25451228,CLUSTERIN,ADCYAP RECEPTOR TYPE I
247868,CRYAB,CRYAB,ENSG00000109846,ENSG00000109846,25449278,CRYSTALLIN ALPHA B,CRYSTALLIN ALPHA B
249122,NTRK1,PDGFRA,ENSG00000198400,ENSG00000134853,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA
249134,NTRK1,ACVR1B,ENSG00000198400,ENSG00000135503,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ACTIVIN A RECEPTOR TYPE 1B
249152,NTRK1,LTF,ENSG00000198400,ENSG00000012223,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,LACTOTRANSFERRIN
249165,NTRK1,HLA-A,ENSG00000198400,ENSG00000206503,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, A"
249181,NTRK1,KCNH2,ENSG00000198400,ENSG00000055118,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 2
249193,NTRK1,PDGFRB,ENSG00000198400,ENSG00000113721,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA
249205,NTRK1,EGFR,ENSG00000198400,ENSG00000146648,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,EPIDERMAL GROWTH FACTOR RECEPTOR
249210,NTRK1,EPHA2,ENSG00000198400,ENSG00000142627,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,EPH RECEPTOR A2
249225,NTRK1,NTRK1,ENSG00000198400,ENSG00000198400,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1
249285,NTRK1,UNC5C,ENSG00000198400,ENSG00000182168,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,UNC-5 NETRIN RECEPTOR C
249306,NTRK1,ROR2,ENSG00000198400,ENSG00000169071,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,RECEPTOR TYROSINE KINASE LIKE ORPHAN RECEPTOR 2
249307,NTRK1,CAPN2,ENSG00000198400,ENSG00000162909,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,CALPAIN 2
249326,NTRK1,ITGAV,ENSG00000198400,ENSG00000138448,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,INTEGRIN SUBUNIT ALPHA V
249353,NTRK1,FERMT2,ENSG00000198400,ENSG00000073712,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,FERMITIN FAMILY MEMBER 2
249359,NTRK1,HNRNPU,ENSG00000198400,ENSG00000153187,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U
249365,NTRK1,PLXNB2,ENSG00000198400,ENSG00000196576,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PLEXIN B2
249375,NTRK1,TMX3,ENSG00000198400,ENSG00000166479,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,THIOREDOXIN RELATED TRANSMEMBRANE PROTEIN 3
249381,NTRK1,PICALM,ENSG00000198400,ENSG00000073921,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN
249411,NTRK1,C1QBP,ENSG00000198400,ENSG00000108561,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,COMPLEMENT C1Q BINDING PROTEIN
249510,NTRK1,ABCB1,ENSG00000198400,ENSG00000085563,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1
249541,NTRK1,IGSF3,ENSG00000198400,ENSG00000143061,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,IMMUNOGLOBULIN SUPERFAMILY MEMBER 3
249580,NTRK1,PHB2,ENSG00000198400,ENSG00000215021,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PROHIBITIN 2
250254,LGALS1,ANXA2,ENSG00000100097,ENSG00000182718,26344197,GALECTIN 1,ANNEXIN A2
251180,ENO1,CALR,ENSG00000074800,ENSG00000179218,26344197,ENOLASE 1,CALRETICULIN
251184,HNRNPU,CALR,ENSG00000153187,ENSG00000179218,26344197,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U,CALRETICULIN
251185,HSP90AB1,CALR,ENSG00000096384,ENSG00000179218,26344197,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1,CALRETICULIN
251188,MSN,CALR,ENSG00000147065,ENSG00000179218,26344197,MOESIN,CALRETICULIN
251189,PDIA3,CALR,ENSG00000167004,ENSG00000179218,26344197,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,CALRETICULIN
252303,CLIC4,DAG1,ENSG00000169504,ENSG00000173402,26344197,CHLORIDE INTRACELLULAR CHANNEL 4,DYSTROGLYCAN 1
253414,MSN,ENO1,ENSG00000147065,ENSG00000074800,26344197,MOESIN,ENOLASE 1
254884,HSPA5,HNRNPU,ENSG00000044574,ENSG00000153187,26344197,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U
255080,HSP90AB1,HSPD1,ENSG00000096384,ENSG00000144381,26344197,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
255081,P4HB,HSPD1,ENSG00000185624,ENSG00000144381,26344197,PROLYL 4-HYDROXYLASE SUBUNIT BETA,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
255468,ITGA5,ITGB1,ENSG00000161638,ENSG00000150093,26344197,INTEGRIN SUBUNIT ALPHA 5,INTEGRIN SUBUNIT BETA 1
255469,ITGAV,ITGB1,ENSG00000138448,ENSG00000150093,26344197,INTEGRIN SUBUNIT ALPHA V,INTEGRIN SUBUNIT BETA 1
255470,PICALM,ITGB1,ENSG00000073921,ENSG00000150093,26344197,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN,INTEGRIN SUBUNIT BETA 1
255471,ITGA5,ITGB3,ENSG00000161638,ENSG00000259207,26344197,INTEGRIN SUBUNIT ALPHA 5,INTEGRIN SUBUNIT BETA 3
255789,PHB2,LGALS1,ENSG00000215021,ENSG00000100097,26344197,PROHIBITIN 2,GALECTIN 1
256319,ENO1,MIF,ENSG00000074800,ENSG00000240972,26344197,ENOLASE 1,MACROPHAGE MIGRATION INHIBITORY FACTOR
257462,MSN,NOTCH2,ENSG00000147065,ENSG00000134250,26344197,MOESIN,NOTCH RECEPTOR 2
257672,CALR,P4HB,ENSG00000179218,ENSG00000185624,26344197,CALRETICULIN,PROLYL 4-HYDROXYLASE SUBUNIT BETA
257673,CLIC4,P4HB,ENSG00000169504,ENSG00000185624,26344197,CHLORIDE INTRACELLULAR CHANNEL 4,PROLYL 4-HYDROXYLASE SUBUNIT BETA
257674,ENO1,P4HB,ENSG00000074800,ENSG00000185624,26344197,ENOLASE 1,PROLYL 4-HYDROXYLASE SUBUNIT BETA
257679,HSP90AB1,P4HB,ENSG00000096384,ENSG00000185624,26344197,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1,PROLYL 4-HYDROXYLASE SUBUNIT BETA
257681,MSN,P4HB,ENSG00000147065,ENSG00000185624,26344197,MOESIN,PROLYL 4-HYDROXYLASE SUBUNIT BETA
257683,PDIA3,P4HB,ENSG00000167004,ENSG00000185624,26344197,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,PROLYL 4-HYDROXYLASE SUBUNIT BETA
257684,PDIA4,P4HB,ENSG00000155660,ENSG00000185624,26344197,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 4,PROLYL 4-HYDROXYLASE SUBUNIT BETA
258033,ANXA5,PDIA3,ENSG00000164111,ENSG00000167004,26344197,ANNEXIN A5,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
258286,PHB2,PHB,ENSG00000215021,ENSG00000167085,26344197,PROHIBITIN 2,PROHIBITIN
258344,FERMT2,PICALM,ENSG00000073712,ENSG00000073921,26344197,FERMITIN FAMILY MEMBER 2,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN
266730,NTRK1,SORT1,ENSG00000198400,ENSG00000134243,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,SORTILIN 1
266808,NTRK1,PHB,ENSG00000198400,ENSG00000167085,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PROHIBITIN
266859,NTRK1,TFRC,ENSG00000198400,ENSG00000072274,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,TRANSFERRIN RECEPTOR
266896,NTRK1,AIMP1,ENSG00000198400,ENSG00000164022,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,AMINOACYL TRNA SYNTHETASE COMPLEX INTERACTING MULTIFUNCTIONAL PROTEIN 1
267206,NTRK1,INSR,ENSG00000198400,ENSG00000171105,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,INSULIN RECEPTOR
267241,NTRK1,ISLR2,ENSG00000198400,ENSG00000167178,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,IMMUNOGLOBULIN SUPERFAMILY CONTAINING LEUCINE RICH REPEAT 2
267243,NTRK1,LRRC8A,ENSG00000198400,ENSG00000136802,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,LEUCINE RICH REPEAT CONTAINING 8 VRAC SUBUNIT A
267368,NTRK1,ERP29,ENSG00000198400,ENSG00000089248,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ENDOPLASMIC RETICULUM PROTEIN 29
267435,NTRK1,CLIC4,ENSG00000198400,ENSG00000169504,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,CHLORIDE INTRACELLULAR CHANNEL 4
267531,NTRK1,CLPTM1,ENSG00000198400,ENSG00000104853,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,CLPTM1 REGULATOR OF GABA TYPE A RECEPTOR FORWARD TRAFFICKING
267591,NTRK1,HSPA5,ENSG00000198400,ENSG00000044574,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
267646,NTRK1,SLC3A2,ENSG00000198400,ENSG00000168003,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,SOLUTE CARRIER FAMILY 3 MEMBER 2
267660,NTRK1,HSP90AB1,ENSG00000198400,ENSG00000096384,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
267697,NTRK1,ERP44,ENSG00000198400,ENSG00000023318,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ENDOPLASMIC RETICULUM PROTEIN 44
267714,NTRK1,ANXA2,ENSG00000198400,ENSG00000182718,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ANNEXIN A2
267719,NTRK1,PDIA3,ENSG00000198400,ENSG00000167004,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
267730,NTRK1,GSR,ENSG00000198400,ENSG00000104687,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,GLUTATHIONE-DISULFIDE REDUCTASE
267757,NTRK1,RALA,ENSG00000198400,ENSG00000006451,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,RAS LIKE PROTO-ONCOGENE A
267772,NTRK1,CDH2,ENSG00000198400,ENSG00000170558,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,CADHERIN 2
267777,NTRK1,HSPD1,ENSG00000198400,ENSG00000144381,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
267835,NTRK1,APMAP,ENSG00000198400,ENSG00000101474,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ADIPOCYTE PLASMA MEMBRANE ASSOCIATED PROTEIN
267845,NTRK1,NCAM1,ENSG00000198400,ENSG00000149294,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,NEURAL CELL ADHESION MOLECULE 1
267883,NTRK1,ITGB1,ENSG00000198400,ENSG00000150093,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,INTEGRIN SUBUNIT BETA 1
267896,NTRK1,P4HB,ENSG00000198400,ENSG00000185624,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PROLYL 4-HYDROXYLASE SUBUNIT BETA
267905,NTRK1,LMAN2,ENSG00000198400,ENSG00000169223,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,"LECTIN, MANNOSE BINDING 2"
267908,NTRK1,IDE,ENSG00000198400,ENSG00000119912,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,INSULIN DEGRADING ENZYME
267915,NTRK1,CALR,ENSG00000198400,ENSG00000179218,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,CALRETICULIN
267921,NTRK1,HMGB1,ENSG00000198400,ENSG00000189403,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,HIGH MOBILITY GROUP BOX 1
267934,NTRK1,ANXA5,ENSG00000198400,ENSG00000164111,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ANNEXIN A5
267948,NTRK1,USP14,ENSG00000198400,ENSG00000101557,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,UBIQUITIN SPECIFIC PEPTIDASE 14
267951,NTRK1,PDIA4,ENSG00000198400,ENSG00000155660,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 4
267953,NTRK1,NRCAM,ENSG00000198400,ENSG00000091129,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,NEURONAL CELL ADHESION MOLECULE
268002,NTRK1,GOT2,ENSG00000198400,ENSG00000125166,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,GLUTAMIC-OXALOACETIC TRANSAMINASE 2
268009,NTRK1,L1CAM,ENSG00000198400,ENSG00000198910,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,L1 CELL ADHESION MOLECULE
268031,NTRK1,ALCAM,ENSG00000198400,ENSG00000170017,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ACTIVATED LEUKOCYTE CELL ADHESION MOLECULE
268053,NTRK1,TLN1,ENSG00000198400,ENSG00000137076,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,TALIN 1
268055,NTRK1,ENO1,ENSG00000198400,ENSG00000074800,25921289,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,ENOLASE 1
268690,CD28,CD80,ENSG00000178562,ENSG00000121594,1847722,CD28 MOLECULE,CD80 MOLECULE
268693,C3,ITGB2,ENSG00000125730,ENSG00000160255,4062888,COMPLEMENT C3,INTEGRIN SUBUNIT BETA 2
268812,FAP,ADA,ENSG00000078098,ENSG00000196839,26209915,FIBROBLAST ACTIVATION PROTEIN ALPHA,ADENOSINE DEAMINASE
268814,FAP,DPP4,ENSG00000078098,ENSG00000197635,26209915,FIBROBLAST ACTIVATION PROTEIN ALPHA,DIPEPTIDYL PEPTIDASE 4
268817,FAP,PHB,ENSG00000078098,ENSG00000167085,26209915,FIBROBLAST ACTIVATION PROTEIN ALPHA,PROHIBITIN
268818,FAP,PHB2,ENSG00000078098,ENSG00000215021,26209915,FIBROBLAST ACTIVATION PROTEIN ALPHA,PROHIBITIN 2
268821,FAP,THY1,ENSG00000078098,ENSG00000154096,26209915,FIBROBLAST ACTIVATION PROTEIN ALPHA,THY-1 CELL SURFACE ANTIGEN
268833,DPP4,FAP,ENSG00000197635,ENSG00000078098,26209915,DIPEPTIDYL PEPTIDASE 4,FIBROBLAST ACTIVATION PROTEIN ALPHA
268834,DPP4,ADA,ENSG00000197635,ENSG00000196839,26209915,DIPEPTIDYL PEPTIDASE 4,ADENOSINE DEAMINASE
269208,APP,TGFBR2,ENSG00000142192,ENSG00000163513,21244100,AMYLOID BETA PRECURSOR PROTEIN,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2
269280,APP,TFPI,ENSG00000142192,ENSG00000003436,21244100,AMYLOID BETA PRECURSOR PROTEIN,TISSUE FACTOR PATHWAY INHIBITOR
269407,APP,S1PR1,ENSG00000142192,ENSG00000170989,21244100,AMYLOID BETA PRECURSOR PROTEIN,SPHINGOSINE-1-PHOSPHATE RECEPTOR 1
270064,CALR,TSHR,ENSG00000179218,ENSG00000165409,12383251,CALRETICULIN,THYROID STIMULATING HORMONE RECEPTOR
271394,TGFBR2,TGFBR1,ENSG00000163513,ENSG00000106799,11483955,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
271481,TGFBR1,TGFBR2,ENSG00000106799,ENSG00000163513,25825445,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2
271613,L1CAM,ANK3,ENSG00000198910,ENSG00000151150,11222639,L1 CELL ADHESION MOLECULE,ANKYRIN 3
272089,HMMR,CDH13,ENSG00000072571,ENSG00000140945,25640309,HYALURONAN MEDIATED MOTILITY RECEPTOR,CADHERIN 13
283852,MYO18A,ANXA2,ENSG00000196535,ENSG00000182718,26496610,MYOSIN XVIIIA,ANNEXIN A2
284328,ATP6AP2,CD59,ENSG00000182220,ENSG00000085063,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,CD59 MOLECULE (CD59 BLOOD GROUP)
284532,PDGFRA,CLU,ENSG00000134853,ENSG00000120885,26496610,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,CLUSTERIN
284688,ATP6AP2,CPM,ENSG00000182220,ENSG00000135678,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,CARBOXYPEPTIDASE M
284766,SORT1,CSPG4,ENSG00000134243,ENSG00000173546,26496610,SORTILIN 1,CHONDROITIN SULFATE PROTEOGLYCAN 4
284976,PDGFRA,DSG2,ENSG00000134853,ENSG00000046604,26496610,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,DESMOGLEIN 2
284984,MYO18A,DSG2,ENSG00000196535,ENSG00000046604,26496610,MYOSIN XVIIIA,DESMOGLEIN 2
285073,ATP6AP2,ENO1,ENSG00000182220,ENSG00000074800,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,ENOLASE 1
285425,CLU,PDIA3,ENSG00000120885,ENSG00000167004,26496610,CLUSTERIN,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
285426,ATP6AP2,PDIA3,ENSG00000182220,ENSG00000167004,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
286012,ATP6AP2,LGALS1,ENSG00000182220,ENSG00000100097,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,GALECTIN 1
286084,MYO18A,LMO7,ENSG00000196535,ENSG00000136153,26496610,MYOSIN XVIIIA,LIM DOMAIN 7
287372,ATP6AP2,RALA,ENSG00000182220,ENSG00000006451,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,RAS LIKE PROTO-ONCOGENE A
288495,PDGFRA,TFRC,ENSG00000134853,ENSG00000072274,26496610,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,TRANSFERRIN RECEPTOR
288498,ATP6AP2,TFRC,ENSG00000182220,ENSG00000072274,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,TRANSFERRIN RECEPTOR
288500,EPHA2,TGFBR1,ENSG00000142627,ENSG00000106799,26496610,EPH RECEPTOR A2,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
288502,NLGN3,TGFBR1,ENSG00000196338,ENSG00000106799,26496610,NEUROLIGIN 3,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
288534,SORT1,TLN1,ENSG00000134243,ENSG00000137076,26496610,SORTILIN 1,TALIN 1
289264,MYO18A,PICALM,ENSG00000196535,ENSG00000073921,26496610,MYOSIN XVIIIA,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN
291081,PDGFRA,FLOT1,ENSG00000134853,ENSG00000137312,26496610,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,FLOTILLIN 1
291088,ATP6AP2,FLOT1,ENSG00000182220,ENSG00000137312,26496610,ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2,FLOTILLIN 1
291169,SORT1,ABCA7,ENSG00000134243,ENSG00000064687,26496610,SORTILIN 1,ATP BINDING CASSETTE SUBFAMILY A MEMBER 7
299281,BMPR1A,ANXA1,ENSG00000107779,ENSG00000135046,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,ANNEXIN A1
299510,BMPR1A,BST2,ENSG00000107779,ENSG00000130303,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,BONE MARROW STROMAL CELL ANTIGEN 2
299724,BMPR1A,CD44,ENSG00000107779,ENSG00000026508,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,CD44 MOLECULE (INDIAN BLOOD GROUP)
299725,FLOT1,CD44,ENSG00000137312,ENSG00000026508,26496610,FLOTILLIN 1,CD44 MOLECULE (INDIAN BLOOD GROUP)
300033,BMPR1A,CPM,ENSG00000107779,ENSG00000135678,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,CARBOXYPEPTIDASE M
300111,MSN,CTSZ,ENSG00000147065,ENSG00000101160,26496610,MOESIN,CATHEPSIN Z
300285,BMPR1A,DSG2,ENSG00000107779,ENSG00000046604,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,DESMOGLEIN 2
300286,FLOT1,DSG2,ENSG00000137312,ENSG00000046604,26496610,FLOTILLIN 1,DESMOGLEIN 2
300332,BMPR1A,EGFR,ENSG00000107779,ENSG00000146648,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,EPIDERMAL GROWTH FACTOR RECEPTOR
300703,INSR,PDIA3,ENSG00000171105,ENSG00000167004,26496610,INSULIN RECEPTOR,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
300704,ITGB1,PDIA3,ENSG00000150093,ENSG00000167004,26496610,INTEGRIN SUBUNIT BETA 1,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
300707,TGFBR1,PDIA3,ENSG00000106799,ENSG00000167004,26496610,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
300913,BMPR1A,HSP90AB1,ENSG00000107779,ENSG00000096384,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
300963,ITGB1,IGF2R,ENSG00000150093,ENSG00000197081,26496610,INTEGRIN SUBUNIT BETA 1,INSULIN LIKE GROWTH FACTOR 2 RECEPTOR
301007,ITGB1,ITGA6,ENSG00000150093,ENSG00000091409,26496610,INTEGRIN SUBUNIT BETA 1,INTEGRIN SUBUNIT ALPHA 6
301010,ITGB1,ITGA1,ENSG00000150093,ENSG00000213949,26496610,INTEGRIN SUBUNIT BETA 1,INTEGRIN SUBUNIT ALPHA 1
301016,ITGB1,ITGA2,ENSG00000150093,ENSG00000164171,26496610,INTEGRIN SUBUNIT BETA 1,INTEGRIN SUBUNIT ALPHA 2
301020,ITGB1,ITGA3,ENSG00000150093,ENSG00000005884,26496610,INTEGRIN SUBUNIT BETA 1,INTEGRIN SUBUNIT ALPHA 3
301021,ITGB1,ITGA5,ENSG00000150093,ENSG00000161638,26496610,INTEGRIN SUBUNIT BETA 1,INTEGRIN SUBUNIT ALPHA 5
301022,ITGB1,ITGAV,ENSG00000150093,ENSG00000138448,26496610,INTEGRIN SUBUNIT BETA 1,INTEGRIN SUBUNIT ALPHA V
301024,ITGA5,ITGB1,ENSG00000161638,ENSG00000150093,26496610,INTEGRIN SUBUNIT ALPHA 5,INTEGRIN SUBUNIT BETA 1
301221,FLOT1,LMO7,ENSG00000137312,ENSG00000136153,26496610,FLOTILLIN 1,LIM DOMAIN 7
301641,BMPR1A,NOTCH2,ENSG00000107779,ENSG00000134250,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,NOTCH RECEPTOR 2
301875,BMPR1A,PHB,ENSG00000107779,ENSG00000167085,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,PROHIBITIN
301876,C1QBP,PHB,ENSG00000108561,ENSG00000167085,26496610,COMPLEMENT C1Q BINDING PROTEIN,PROHIBITIN
303377,BMPR1A,TFRC,ENSG00000107779,ENSG00000072274,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,TRANSFERRIN RECEPTOR
303378,FLOT1,TFRC,ENSG00000137312,ENSG00000072274,26496610,FLOTILLIN 1,TRANSFERRIN RECEPTOR
304032,ITGB1,FZD6,ENSG00000150093,ENSG00000164930,26496610,INTEGRIN SUBUNIT BETA 1,FRIZZLED CLASS RECEPTOR 6
304378,BMPR1A,TNFRSF10B,ENSG00000107779,ENSG00000120889,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,TNF RECEPTOR SUPERFAMILY MEMBER 10B
304969,BMPR1A,PDIA4,ENSG00000107779,ENSG00000155660,26496610,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 4
