X.BioGRID.Interaction.ID,Entrez.Gene.Interactor.A,Entrez.Gene.Interactor.B,BioGRID.ID.Interactor.A,BioGRID.ID.Interactor.B,Systematic.Name.Interactor.A,Systematic.Name.Interactor.B,Official.Symbol.Interactor.A,Official.Symbol.Interactor.B,Synonyms.Interactor.A,Synonyms.Interactor.B,Experimental.System,Experimental.System.Type,Author,Pubmed.ID,Organism.Interactor.A,Organism.Interactor.B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source.Database,ENSEMBL_A,ENSEMBL_B
1263418,3326,3329,109558,109561,RP1-302G2.1,-,HSP90AB1,HSPD1,D6S182|HSP84|HSP90B|HSPC2|HSPCB,CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.077230627,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000096384,ENSG00000144381
1263419,5034,3329,111073,109561,-,-,P4HB,HSPD1,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.107204851,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000185624,ENSG00000144381
1263806,3678,3688,109884,109894,-,RP11-479G22.2,ITGA5,ITGB1,CD49e|FNRA|VLA5A,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.585914686,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000161638,ENSG00000150093
1263807,3685,3688,109891,109894,-,RP11-479G22.2,ITGAV,ITGB1,CD51|MSK8|VNRA|VTNR,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.07445928,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000138448,ENSG00000150093
1263808,8301,3688,113902,109894,-,RP11-479G22.2,PICALM,ITGB1,CALM|CLTH|LAP,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.318983343,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000073921,ENSG00000150093
1263809,3678,3690,109884,109896,-,-,ITGA5,ITGB3,CD49e|FNRA|VLA5A,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.072761849,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000161638,ENSG00000259207
1264127,11331,3956,116459,110147,-,-,PHB2,LGALS1,BAP|BCAP37|Bap37|PNAS-141|REA|p22,GAL1|GBP,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.074495725,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000215021,ENSG00000100097
1264651,101930400,4282,3193837,110428,-,-,LOC101930400,MIF,-,GIF|GLIF|MMIF,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.097810912,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,NA,ENSG00000240972
1264657,2023,4282,108338,110428,-,-,ENO1,MIF,ENO1L1|MPB1|NNE|PPH,GIF|GLIF|MMIF,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.082426046,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000074800,ENSG00000240972
1265800,4478,4853,110584,110915,-,-,MSN,NOTCH2,HEL70,AGS2|HJCYS|hN2,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.172926473,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000147065,ENSG00000134250
1266008,506,5034,106994,111073,-,-,ATP5B,P4HB,ATPMB|ATPSB|HEL-S-271,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.266382565,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000110955,ENSG00000185624
1266010,811,5034,107262,111073,-,-,CALR,P4HB,CRT|HEL-S-99n|RO|SSA|cC1qR,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,1.0,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000179218,ENSG00000185624
1266011,25932,5034,117431,111073,-,-,CLIC4,P4HB,CLIC4L|H1|MTCLIC|huH1|p64H1,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.188992239,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000169504,ENSG00000185624
1266012,2023,5034,108338,111073,-,-,ENO1,P4HB,ENO1L1|MPB1|NNE|PPH,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.999999946,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000074800,ENSG00000185624
1266016,3320,5034,109552,111073,-,-,HSP90AA1,P4HB,EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.103796524,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000080824,ENSG00000185624
1266017,3326,5034,109558,111073,RP1-302G2.1,-,HSP90AB1,P4HB,D6S182|HSP84|HSP90B|HSPC2|HSPCB,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.095820032,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000096384,ENSG00000185624
1266019,4478,5034,110584,111073,-,-,MSN,P4HB,HEL70,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.71996239,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000147065,ENSG00000185624
1266021,2923,5034,109180,111073,-,-,PDIA3,P4HB,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.999999763,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000167004,ENSG00000185624
1266022,9601,5034,114966,111073,-,-,PDIA4,P4HB,ERP70|ERP72|ERp-72,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.224323549,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000155660,ENSG00000185624
1266371,308,2923,106805,109180,-,-,ANXA5,PDIA3,ANX5|ENX2|HEL-S-7|PP4|RPRGL3,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.082688756,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000164111,ENSG00000167004
1266610,506,5245,106994,111264,-,-,ATP5B,PHB,ATPMB|ATPSB|HEL-S-271,HEL-215|HEL-S-54e|PHB1,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.078439895,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000110955,ENSG00000167085
1266621,4513,5245,110616,111264,-,-,COX2,PHB,COII|MTCO2,HEL-215|HEL-S-54e|PHB1,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.200401246,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,NA,ENSG00000167085
1266624,11331,5245,116459,111264,-,-,PHB2,PHB,BAP|BCAP37|Bap37|PNAS-141|REA|p22,HEL-215|HEL-S-54e|PHB1,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,1.0,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000215021,ENSG00000167085
1266682,10979,8301,116175,113902,-,-,FERMT2,PICALM,KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2,CALM|CLTH|LAP,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.858081242,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID,ENSG00000073712,ENSG00000073921
1275086,4914,6272,110969,112180,-,-,NTRK1,SORT1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,Gp95|LDLCQ6|NT3,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000134243
1275164,4914,5245,110969,111264,-,-,NTRK1,PHB,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,HEL-215|HEL-S-54e|PHB1,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000167085
1275215,4914,7037,110969,112895,-,-,NTRK1,TFRC,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,CD71|T9|TFR|TFR1|TR|TRFR|p90,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000072274
1275252,4914,9255,110969,114679,-,-,NTRK1,AIMP1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,EMAP2|EMAPII|HLD3|SCYE1|p43,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000164022
1275416,4914,4363,110969,110503,-,-,NTRK1,ABCC1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,ABC29|ABCC|GS-X|MRP|MRP1,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000103222
1275562,4914,3643,110969,109854,-,-,NTRK1,INSR,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,CD220|HHF5,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000171105
1275597,4914,57611,110969,121658,-,UNQ1885/PRO4329,NTRK1,ISLR2,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,LINX,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000167178
1275599,4914,56262,110969,121126,-,RP11-101E3.3,NTRK1,LRRC8A,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,AGM5|LRRC8|SWELL1,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000136802
1275724,4914,10961,110969,116160,-,-,NTRK1,ERP29,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,C12orf8|ERp28|ERp31|HEL-S-107|PDI-DB|PDIA9,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000089248
1275791,4914,25932,110969,117431,-,-,NTRK1,CLIC4,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,CLIC4L|H1|MTCLIC|huH1|p64H1,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000169504
1275811,4914,391634,110969,133993,-,-,NTRK1,HSP90AB2P,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,HSP90BB,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,NA
1275887,4914,1209,110969,107619,-,-,NTRK1,CLPTM1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,-,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000104853
1275947,4914,3309,110969,109541,-,-,NTRK1,HSPA5,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,BIP|GRP78|HEL-S-89n|MIF2,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000044574
1276002,4914,6520,110969,112411,-,-,NTRK1,SLC3A2,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000168003
1276016,4914,3326,110969,109558,-,RP1-302G2.1,NTRK1,HSP90AB1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,D6S182|HSP84|HSP90B|HSPC2|HSPCB,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000096384
1276053,4914,23071,110969,116704,-,UNQ532/PRO1075,NTRK1,ERP44,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,PDIA10|TXNDC4,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000023318
1276070,4914,302,110969,106799,-,-,NTRK1,ANXA2,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000182718
1276075,4914,2923,110969,109180,-,-,NTRK1,PDIA3,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000167004
1276086,4914,2936,110969,109191,-,-,NTRK1,GSR,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,HEL-75,Affinity Capture-MS,physical,Emdal KB (2015),25921289,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000198400,ENSG00000104687
